locate,symbol,prints,unpriced,min_tick,max_tick,shares,vwap_micro
11349,TWI,853,0,75600,77200,46588,76198787241
2453,CPA,789,0,1304100,1346200,27856,1322105094055
2159,CHPT,699,0,63500,67500,44703,65703286132
7246,MLGO,3147,0,37800,68600,198742,51703642913
3974,FE,5491,0,437300,454200,231414,440810473869
9061,PVH,1220,0,792500,810000,49451,800385023558
2048,CENX,6666,0,558800,598300,281446,571443536948
6757,LNT,7132,0,708800,724200,312457,713455366338
4923,GRNT,398,0,53800,55000,32831,54458033565
10010,SEPN,1500,0,262800,286000,98332,271060802180
9637,RPRX,10064,0,520100,530200,726052,526431495540
2566,CROX,3802,0,947500,980000,188144,954078168849
11535,UPXI,444,0,13700,14700,399285,14169774722
6821,LRCU,16,0,520000,558100,747,528654752342
11022,TIPZ,3,0,527600,527700,295,527668135593
749,ARVN,3193,0,88700,93700,249326,90394744230
5836,IOSP,888,0,777200,798100,28852,782130919866
315,AHG,65,0,17700,19500,9570,19218641588
10588,STAG,1283,0,376100,380500,45085,378166223799
5501,IBM,6179,0,2171100,2208000,170347,2192950206343
10261,SMHX,138,0,551800,565000,13074,557180472693
5174,HFGO,15,0,292000,294000,2143,292671675221
7904,NRGV,3784,0,56000,61400,547876,59194046828
8888,PRCT,3561,0,258400,268400,191867,262293875444
6531,L,1289,0,1053100,1066200,28561,1058090329470
6172,JMIA,1609,0,70000,72900,139885,71038678914
7045,MDA,540,0,374800,389500,26033,380155487266
11534,UPWK,3264,0,79900,82500,404827,81329101072
8195,OKE,6327,0,910000,926600,227528,919877862065
6566,LB,345,0,670100,696000,12525,686199560878
1007,BABW,1,0,291900,291900,100,291900000000
11280,TSMU,167,0,681300,710000,13478,692829410891
4681,GIB,672,0,619000,636500,27583,631671692709
9768,S,8202,0,162600,173700,653724,169153920614
9940,SCZM,528,0,85300,89700,49870,86956097854
4853,GOTU,160,0,18700,19500,23538,19209643979
8573,PDS,203,0,928500,949500,9056,941044456713
3486,ELVN,1603,0,411000,429500,71878,415393949469
7478,MTSI,4617,0,3627800,3876700,144676,3776625750642
2391,COIG,253,0,77700,91800,59086,81828394205
10128,SILC,482,0,455000,500000,21037,475296981508
3451,EIS,57,0,1296600,1305700,1861,1301498925308
5550,ICOP,297,0,516400,537000,18839,521126779553
12066,WEN,4964,0,78600,81200,851453,80083500909
12165,WPC,1483,0,728400,733900,45893,730783435382
1892,CART,10781,0,380000,400200,793511,395090989538
281,AGL,573,0,735000,848800,19632,810640041768
5368,HUT,8046,0,996200,1072000,545606,1021137882831
9709,RVI,172,0,505700,580000,24369,533233128154
4622,GENI,1526,0,40600,43600,170959,42744266754
3257,DX,1264,0,129000,131200,184590,129753493688
4881,GPRK,536,0,95800,97600,18387,96290237667
9968,SDSTW,2,0,1010,1010,200,1010000000
6968,MAX,753,0,79500,82500,32966,80510407692
12527,YNOT,4,0,325100,325700,313,325487220447
2254,CLOU,255,0,216400,223900,13978,221239204464
9325,RBC,1921,0,5657200,6300100,29809,5882505458083
4944,GSAT,3660,0,815500,822000,214639,818658241978
12015,WBD,5053,0,269400,272000,1578863,270370187913
6928,MAGX,8,0,609700,616000,431,611246635730
5597,IEFA,6507,0,950900,956300,836573,953048466780
8663,PH,1818,0,8560900,8740100,25687,8619220601860
3576,EOT,5,0,168300,171000,358,169206703910
12185,WSBCO,1,0,257700,257700,79,257700000000
1912,CBC,2524,0,264300,269100,116905,266464563534
4269,FNKO,1238,0,49400,52000,96790,50338756069
9356,RCT,53,0,5900,6030,18640,5968072103
4637,GEVX,32,0,710000,742700,1887,721766825649
9724,RWAYL,5,0,250500,251200,340,251196176470
2710,CVV,564,0,47300,57200,62407,51523563061
5896,IREX,215,0,355400,426300,15941,391475641427
809,ASTX,811,0,267700,334000,79435,298898081450
3198,DUK,6397,0,1208900,1239400,224512,1215183359018
11624,UTMD,24,0,631100,641000,109,634421100917
1351,BIOA,1670,0,173800,185000,73013,176169365729
6438,KOS,1637,0,29600,32600,616271,31214269371
1825,BZQ,12,0,108400,110700,2018,109128840436
12098,WH,1126,0,796800,809900,33706,800879905654
1715,BTO,5,0,355500,355500,208,355500000000
11988,VYX,1797,0,66500,70300,140545,67753611298
6901,LYG,1487,0,50300,51100,3306558,50563856070
2560,CRMU,132,0,78100,89800,22976,80706824512
7647,NBTX,150,0,496800,522900,14662,510289537580
8019,NVDW,35,0,436000,445000,2586,440462645011
1601,BRES,3,0,262900,263800,257,263333073929
11874,VOR,1770,0,145000,154500,142143,148104537683
3887,FBRT,1712,0,89700,91200,129772,90256197022
6479,KRYS,1635,0,3060000,3200000,37283,3087983751307
11665,VACHW,1,0,1500,1500,100,1500000000
1392,BKAG,31,0,415700,416900,1750,415903828571
7350,MPT,1045,0,49700,51100,222763,50194895471
12536,YQQQ,43,0,103200,104400,1733,103581477207
2263,CLS,3628,0,3570000,3731900,106882,3613374112572
6503,KURA,2551,0,91800,97400,163530,93687259830
11689,VBCG,1,0,750000,750000,100,750000000000
1416,BKNG,42726,0,1530500,1566300,702148,1544262780496
7026,MCHP,37375,0,936900,955900,1569021,943044939678
2346,CNP,4644,0,413300,423200,221133,417167309266
12619,ZONE,115,0,5650,6332,21975,6058543026
2445,COUR,2064,0,50200,53000,278324,51728655092
5290,HPP,1923,0,110900,118000,84207,113407109860
6554,LAR,2211,0,96200,100200,213188,98381473159
11641,UWMC,1571,0,29500,30200,469656,30005475496
4725,GLAD,814,0,191000,193100,19491,192007506028
9812,SATA,373,0,999200,1000100,46034,999870487031
11861,VNT,2893,0,277800,286000,164428,282283004111
1588,BR,3791,0,1429500,1473200,168083,1457616805982
6675,LGO,346,0,9685,10100,90393,9936651709
6302,KC,2633,0,153000,157300,330240,154549609980
11488,UMBFO,10,0,268000,268500,589,268008488964
1215,BEEM,617,0,15400,18200,47115,17513085004
1820,BZAI,2376,0,12900,17300,1490746,14223740999
12093,WGMI,722,0,565500,599500,76113,576801644922
8764,PLUL,53,0,263100,319100,11854,273842264214
3677,ET,2942,0,201500,204600,526646,202341839679
1358,BIPH,10,0,163400,164000,700,163785714285
11631,UUP,71,0,277200,277700,51338,277454158712
1457,BLSH,2693,0,355000,390000,206849,369369782788
6421,KNX,7129,0,659500,693500,475141,684777527091
1235,BEPJ,1,0,249800,249800,99,249800000000
11508,UNMA,14,0,231800,232800,308,232198376623
7535,MXCT,658,0,10100,11100,150064,10365571356
7908,NRO,33,0,29400,30000,6839,29408685480
4619,GENB,1953,0,146600,219800,160692,168323939586
12382,XOEF,5,0,283000,283400,5,283300000000
2109,CGNT,1799,0,93600,99500,94034,96979240487
1264,BFOC,1,0,172300,172300,500,172300000000
11537,URAA,40,0,337000,355000,5536,340064288294
6450,KPTI,2186,0,75200,88400,233024,79670390603
6617,LEG,1103,0,91400,95800,153574,92227916183
5261,HOLO,286,0,16600,18000,52732,17007560873
10447,SPKLW,18,0,6900,8300,7939,7564617458
174,ADBU,3,0,246400,254400,553,253633273056
6351,KGEI,1715,0,55000,61700,101721,59635377159
10498,SPXT,2,0,1076400,1076500,1000,1076450000000
225,AER,1322,0,1386200,1414000,68145,1400182606207
5312,HSBC,6016,0,878900,893200,236965,883069576097
2582,CRWL,160,0,375600,419500,18502,407252794292
2564,CRNX,2341,0,364600,381100,150153,368428424340
12226,WTRG,3341,0,369900,377500,149745,373011018064
1953,CCAP,3244,0,110300,120500,163794,112512957739
3806,EXE,7132,0,964800,986900,361069,968667746884
11722,VEA,4627,0,688900,697500,472257,691123271862
1449,BLNK,412,0,8201,8825,269959,8434001648
6536,LABX,118,0,500000,642000,13951,583029223711
9694,RTO,3495,0,314500,318000,315086,315672270745
12169,WQTM,45,0,338000,350200,3785,341077780713
7082,MEI,2111,0,101500,108700,120940,104985319993
1995,CCU,107,0,113600,116100,5662,114365683504
2741,CXW,1801,0,205200,212500,105336,208627140768
5746,INBX,1515,0,1022700,1164400,51682,1068069668356
869,AUBN,14,0,238000,240400,1150,238743652173
11142,TOST,13161,0,228000,235500,795558,231892395526
11987,VYNE,57,0,6630,6710,18513,6693307999
1714,BTMWW,34,0,140,200,378078,144573818
6801,LPG,912,0,397900,410000,26420,406056847085
10976,THEQ,1,0,296000,296000,169,296000000000
703,ARGX,2968,0,7979500,8202900,42593,8081444361749
604,AORT,1165,0,223400,232900,59119,229652375716
10877,TDOT,9,0,159700,162000,581,161253012048
8447,PATN,23,0,337800,350000,1778,339994938132
3889,FBRX,630,0,216300,240000,27536,227225443056
1166,BCSF,317,0,133300,134400,15119,133696104239
11439,UEC,11502,0,136400,145100,992953,138992486250
2011,CDNA,2187,0,197300,207900,109519,199616766953
7098,MET,7009,0,783700,798500,203206,792654229697
2556,CRMG,244,0,49100,53600,92933,52018368071
6092,JCI,6267,0,1417300,1444700,214863,1426810541135
11278,TSME,20,0,459700,462300,2222,460408730873
1005,BABO,14,0,100200,103000,2210,100955972850
3735,EVC,2491,0,77700,88400,177082,80404984131
7282,MMT,75,0,44600,44900,4730,44666405919
4273,FNUC,1153,0,21000,25000,432920,22477876281
3864,FAST,10969,0,430100,440000,637627,432995587859
11498,UNFI,730,0,504200,515300,24178,507787215650
1405,BKHAR,2,0,13600,13600,1300,13600000000
11678,VANI,191,0,11700,12000,30475,11826132895
12127,WKSP,45,0,7678,8000,27986,7966469591
1854,CAKE,3889,0,577000,598800,180840,593469725724
6941,MANH,1831,0,1282000,1323500,62711,1308043448517
6568,LBGJ,58,0,8784,10000,15556,9260357225
9788,SAGT,150,0,9001,11200,30570,10110714098
4701,GIPR,15,0,2535,2686,3959,2560624400
5437,IAG,6603,0,167600,178600,534243,171049500508
3531,EMQQ,2,0,327900,327900,37,327900000000
8618,PFFA,207,0,215600,218400,15162,216271646220
1436,BLDR,4081,0,698900,721100,177462,706195923634
11709,VCRB,254,0,764900,767100,23901,765565256683
7840,NN,6758,0,196700,218500,474185,206977032592
2281,CMBS,5,0,484400,484600,400,484500000000
12554,Z,9520,0,368000,381500,560258,377006930735
9017,PSTV,250,0,50500,57000,20828,52654849241
8549,PCT,10558,0,118900,129300,1244915,124466732588
11853,VNO-M,9,0,174500,175200,848,175160377358
1580,BPRE,34,0,151100,161800,3724,159236600429
2936,DFNS,185,0,4261,4553,83239,4386189622
7436,MST,74,0,312200,342700,8514,331725088090
2250,CLOC,2,0,250300,250600,300,250400000000
12523,YMAT,1102,0,13000,23600,280682,17520423112
12622,ZROZ,191,0,601600,611500,16429,604058360216
2349,CNR,893,0,821300,856500,29884,831705186721
2083,CGBD,762,0,111000,112800,70978,112037567978
7329,MOO,97,0,810900,819700,8443,813768767025
6956,MAS,6077,0,649700,680300,262212,653740633533
12043,WDCX,73,0,763000,830000,4611,803819084797
1869,CANE,182,0,98900,100000,46516,99505464786
1397,BKDV,28,0,320800,321600,5401,321144973153
11670,VAL,1949,0,1012000,1059500,106073,1041636865177
11769,VGMS,6,0,508800,509800,545,509014678899
1496,BMOP,15,0,246400,247700,3585,247283988842
6583,LCDL,37,0,7940,8400,17644,8056603717
4599,GDYN,4422,0,63500,68300,557246,66801146172
12130,WLDS,43,0,9310,9700,30736,9490013111
1857,CALF,1815,0,465200,469300,72679,467121033586
2603,CSIQ,5943,0,169200,181500,677028,176085992750
7690,NEE,13160,0,927100,960000,590462,933999636894
6462,KRKR,19,0,33600,36800,2180,34398119266
1716,BTOC,28,0,2781,2849,3303,2842385104
11989,VZ,13263,0,463500,474800,1097018,468329010189
9413,RELL,4003,0,166400,198000,280271,181363382940
4326,FRHC,216,0,1393500,1421500,3117,1408708533846
6286,KBAB,32,0,104000,111000,4475,105629027932
727,ARMK,6904,0,522500,537000,429833,530059712027
11000,TIC,2810,0,84700,92700,190857,87391952089
5913,ISBG,2,0,206100,213200,229,206999126637
10983,THMR,4,0,267100,269000,400,268275000000
710,ARKG,7062,0,280500,290100,372465,282906068758
392,AJG,4016,0,1963100,2009700,131398,1984315100686
10665,SU,8220,0,669900,683700,449938,679508442718
10764,T-C,49,0,183900,184500,5009,184181593132
491,AMBQ,1049,0,668700,736000,44410,710332594010
5578,IDR,1331,0,380100,425500,35121,394658244355
539,AMT,4070,0,1674000,1723200,153086,1701973656637
440,ALL-H,8,0,203000,203900,793,203395586380
10713,SVOL,52,0,158800,159700,4109,159299586274
6705,LINE,2546,0,378900,410000,120186,384818649426
1146,BCG,92,0,18100,19600,10423,18679286193
11419,UCAR,98,0,12900,14300,28122,13559199203
10073,SHAZ,928,0,504000,561600,85374,525412381989
11015,TIP,1173,0,1104800,1110200,327711,1105946523918
10729,SWMR,592,0,284100,316200,47261,299183929667
5642,IGM,970,0,1530100,1560000,53877,1543425099764
9392,REAL,4695,0,88800,93700,420414,90609585551
11156,TPCS,19,0,39600,40500,1160,39878620689
883,AURA,1751,0,75900,81900,88098,77120606597
5970,IUSV,1584,0,1080500,1090000,42070,1082476246731
4203,FLUT,4585,0,915500,946200,283870,929811199140
8306,ORIC,2528,0,80400,85500,176767,82039696323
11695,VBIO,180,0,8503,10500,33997,9929719181
1422,BKTI,199,0,808800,856600,3425,837335620437
9573,RMSG,84,0,12500,13200,5199,12641873437
11930,VSTD,199,0,5039,6649,40273,5910791597
6843,LSPD,489,0,86600,88600,31565,88217421194
6219,JPST,38,0,504900,505000,13747,504906619626
1033,BALI,38,0,335200,336900,3720,335977069892
11306,TTE,2369,0,907400,923200,121610,915998451607
11405,UAPR,2,0,347900,347900,481,347900000000
1132,BCAR,1828,0,104600,109000,512452,107552494672
8993,PSKY,7846,0,98100,101300,2477079,99089106685
6837,LSCC,5421,0,1190000,1224500,323005,1206547767372
1651,BSCU,25,0,166400,166500,11855,166434162800
11924,VSME,3,0,8399,8900,640,8876515625
8337,OSUR,1653,0,29700,31800,322581,30446603178
1167,BCSM,4,0,227200,228300,400,227625000000
11440,UECG,95,0,79400,86000,16144,81658919722
3623,EQT,9606,0,561100,570300,458331,565115649170
10694,SUZ,666,0,82100,88400,128207,82940300451
520,AMP,1420,0,4685500,4756200,20599,4722413495800
8677,PHR,3189,0,84400,90300,205132,88332931965
939,AVRE,5,0,466400,467600,896,466871875000
11212,TRON,490,0,20800,21900,52812,21164417177
10565,SSFI,2,0,211800,211900,120,211816666666
292,AGNC,3361,0,103300,105500,1716158,103671543179
7276,MMM,5496,0,1436500,1468400,237011,1461644351106
12462,XV,3,0,244500,244500,126,244500000000
2189,CIFG,407,0,105400,119900,64552,112261730078
2562,CRNC,2458,0,96100,103500,159445,98169979616
9633,RPGL,400,0,2611,3895,90992,2989109460
10884,TDTH,17,0,14700,16200,1039,15587199230
611,APA,16529,0,372100,390500,1094568,384277589697
512,AMKL,13,0,187400,195000,529,189442533081
10785,TALK,128,0,51800,52600,103065,51937549119
5698,ILPT,1226,0,76500,79500,81020,78398815107
12014,WB,906,0,81100,83100,133218,81642243540
6927,MAGS,6990,0,694800,706500,472300,699864644082
12113,WIMI,95,0,14800,16100,67055,15349548877
1840,CACI,980,0,4864400,5100500,22404,4913900910551
5447,IAUI,40,0,551100,558300,3147,553637368922
7804,NKTR,3175,0,694000,744000,187636,706528984310
2717,CWCO,871,0,287000,291200,26975,289530354031
10315,SNDX,3966,0,201600,208800,258235,202944890506
12001,WAL-A,18,0,237800,238400,1037,237972034715
1728,BTX,259,0,84800,87600,11966,86694225305
1803,BWZ,1,0,270600,270600,100,270600000000
12076,WEST,2119,0,80800,85600,184884,83148872806
6989,MBC,2388,0,69400,72900,201160,70189117617
12175,WRB-G,11,0,164000,165100,738,164409349593
1902,CATF,1,0,499500,499500,100,499500000000
11783,VHT,227,0,2705500,2745000,3758,2718051197445
1510,BND,1609,0,727000,730200,491199,727400998373
6597,LCTX,236,0,12300,12800,36886,12524605541
6224,JQC,54,0,48000,48000,10595,48000000000
1038,BAM,7360,0,478500,488900,284752,483043259748
11311,TTI,1746,0,102600,109900,104487,105702616593
10141,SIRI,5627,0,255200,262200,456826,257640923677
5054,GXRP,67,0,277600,281800,6627,279358970876
2559,CRMT,262,0,110100,121000,14738,112326082236
9630,RPC,1014,0,82300,85200,55719,83008246738
279,AGIQ,1,0,234100,234100,4,234100000000
10552,SRZN,439,0,275000,295500,9913,283699152627
4703,GIS,9661,0,329200,336800,762529,331137445526
11774,VGT,3443,0,1122000,1148900,171514,1136638008559
11873,VOOV,29,0,2155500,2165100,1012,2159886363636
1600,BREM,1,0,510700,510700,1,510700000000
7585,NA,115,0,24000,26100,6121,25206632903
9942,SDA,182,0,6950,9700,27382,7606902052
4855,GOVI,40,0,266600,267300,9743,266949799856
5382,HWC,6202,0,633100,661800,209650,641073090388
6372,KJD,5,0,227200,232000,454,229337665198
11459,UGRO,153,0,45300,55000,12131,49259945593
8435,PANL,3562,0,80700,84800,242898,82545065006
8660,PGY,8192,0,130500,136500,506013,134454351568
11999,WAI,8,0,19500,20000,1534,19843546284
1726,BTTC,18,0,12300,12700,877,12515051311
4083,FIAT,28,0,199700,213000,2977,208430836412
9170,QLDY,155,0,465100,472700,17366,466879540481
10176,SKWD,1309,0,452700,465300,44709,459637630007
2,AA,6014,0,617700,644700,252609,623240419383
974,AXIN,1,0,102500,102500,2,102500000000
11247,TSAT,458,0,507600,529000,19952,520228433239
6390,KLXE,1340,0,39100,41900,49550,40452466195
8130,OCFC,2972,0,179500,185400,188485,181442038889
5773,INFY,2662,0,117500,121400,657899,120412710613
6898,LYB,8511,0,732700,760000,513070,748595671350
3288,EA,8364,0,2000000,2012500,184058,2005707368872
7315,MOB,235,0,53100,58400,20757,54867326684
173,ADBG,377,0,42200,46100,177287,44751458933
8384,OXSQ,534,0,16500,17500,247025,16767295617
7367,MRK,14426,0,1109500,1140000,579087,1115670006752
8430,PALU,86,0,249900,282000,6312,268498954372
8255,ONON,10883,0,360000,376300,796938,371477110013
5525,IBTK,8,0,194700,194900,6236,194882809493
3541,ENGN,1384,0,16300,17600,268664,16954144954
8628,PFIS,206,0,560000,578000,6925,567785935018
5784,INMB,884,0,15500,16700,111303,15831182447
598,AOM,43,0,490000,491000,3349,490257360406
10871,TDG,1445,3,11436700,11740100,15880,11532852833753
3427,EGO,4716,0,315700,332500,232636,319046409841
22,AAME,28,0,22500,23600,370,22670000000
10295,SMX,578,0,80000,102500,31558,86876202547
9750,RYAM,1806,0,87200,95000,131418,88629538571
12206,WTBN,12,0,250000,250500,865,250220809248
1933,CBRL,4270,0,288000,310100,264947,304083869604
7020,MCGA,35,0,102100,102300,9818,102190446119
10595,STCE,16,0,706900,718800,709,711486600846
322,AHRT,966,0,64100,68000,85327,65112695864
7313,MO,12461,0,722500,732000,575012,726883836337
2127,CHARR,1,0,1288,1288,10,1288000000
12400,XPER,1096,0,76400,81300,58298,77271014443
4419,FTNT,14588,0,1196100,1233100,731867,1223311805696
11251,TSCV,1,0,298300,298300,24,298300000000
978,AXP,6234,0,3103400,3154600,133758,3138457144993
879,AUMI,15,0,915000,927900,2323,919808566508
11152,TOYO,613,0,114900,131100,47972,122686056449
5727,IMSR,4698,0,71500,78800,493310,73968476211
10532,SRFM,169,0,11900,12400,42157,12001240600
5445,IAU,4396,0,848600,860000,293169,854876814738
10631,STRF,78,0,1001000,1006000,7469,1004077922077
358,AIO,14,0,260000,264000,588,262476530612
3461,ELBM,97,0,5897,6100,49646,5963726765
6459,KREF,647,0,63000,65000,39259,63587004253
11546,UROY,1039,0,37200,39000,492736,37769005715
11645,UXIN,249,0,25400,26300,6639,25618752824
1372,BITU,990,0,151500,160500,194294,154712118747
8125,OCC,540,0,115100,126900,51746,119646241255
7207,MITK,5354,0,133200,146800,232452,142522545299
12294,XE,8435,0,270000,290300,772896,274921122764
1648,BSCR,42,0,196600,196700,6178,196602347037
11921,VSH,5528,0,357500,376700,279074,369224904863
6834,LSAK,295,0,47400,53000,60225,48660542963
6535,LABU,742,0,1709600,1874900,34400,1745734819767
11721,VDV,2,0,759100,759100,100,759100000000
1448,BLNE,1961,0,10600,17500,381312,12824590099
7148,MGIH,16,0,14200,14800,9154,14280096132
450,ALMR,385,0,215000,225900,25172,217430104878
5537,ICCM,68,0,2200,2400,66013,2336987426
7896,NRDS,5932,0,73300,78800,428155,76815764384
4828,GO,5644,0,72900,79200,731423,74767212406
1124,BBWI,6843,0,170700,180000,470471,173478961508
11397,UAA,3148,0,50700,52500,659858,51660866428
6683,LHX,2760,0,3032200,3098600,55280,3054887832850
6881,LVS,7046,0,503600,512200,334369,509714419398
12440,XSOE,28,0,461600,465700,1631,464303188228
2167,CHRW,7195,0,1597800,1664900,332575,1639004151244
2068,CFFI,89,0,720000,756400,352,738505681818
12341,XLC,14637,0,1159100,1170400,518272,1164697698119
9486,RHLD,463,0,1025200,1071400,24219,1051120405466
4399,FTGC,420,0,296700,297900,41143,297474165714
1570,BOXX,390,0,1166800,1167600,72953,1167323208092
11843,VNDA,1677,0,62300,63900,154014,62899212409
10489,SPWO,48,0,320000,325000,2337,322657381258
216,AEIS,4589,0,3228500,3390000,112338,3262809907600
117,ACIU,950,0,27400,28200,62860,27971781737
10390,SOXL,146896,0,1606600,1752500,4493309,1674096364794
5303,HRI,1012,0,1341100,1402800,26565,1380886877470
2696,CVLT,3110,0,998100,1041000,124047,1028564027344
7783,NIO,1944,0,60300,62500,1071512,61203978490
5053,GXPT,25,0,319600,325000,4318,321625220009
10612,STKE,322,0,19800,22500,24678,20602317853
339,AIFC,324,0,9480,10200,56332,9906680057
240,AFG,536,0,1332300,1344200,15097,1337563714645
10513,SPYV,2628,0,598200,601300,251115,599440639945
11575,USEG,110,0,9146,9703,35888,9585409384
6488,KT,1010,0,195900,198300,50477,196945874358
9218,QQQU,29,0,610300,622300,1318,615877996965
4504,GAB,147,0,55300,60000,12633,55445674028
8656,PGR,4138,0,1972500,2025600,116298,2007195562262
9043,PTON,4405,0,50700,53800,1170214,52628663475
3956,FDMT,1926,0,91500,97100,120768,92845863970
9746,RXST,1936,0,54300,56900,127606,55931379402
9902,SCHX,722,0,289900,292000,847849,291008005081
2831,DD,6297,0,489300,500300,276796,493658204598
8457,PAYC,1829,0,1329800,1404500,56897,1376811482151
3743,EVGO,641,0,18600,19300,329229,18980183094
8830,PODC,72,0,35000,37900,16891,36251998105
6185,JNUG,301,0,1772200,1970000,17113,1849601034301
999,AZZ,359,0,1407800,1439500,7102,1414835694170
11272,TSLT,13489,0,207200,224600,372810,215306833775
11371,TXO,132,0,125300,131000,10396,129490717583
1098,BBH,22,0,1816900,1858500,1497,1823017100868
10486,SPUU,7,0,2115000,2136200,27,2132414814814
213,AEHL,3598,0,33500,51000,522247,41539800324
5300,HQY,2079,0,816600,828900,120386,822016517701
9602,ROBN,150,0,192500,202400,22696,197317042650
10274,SMN,1,0,105200,105200,200,105200000000
1,A,2394,0,1114400,1132500,71220,1119566659646
10175,SKT,1535,0,351100,355400,62111,353356601890
893,AVAH,5269,0,73400,80200,591792,77707705578
5980,IVOG,24,0,1371300,1383600,1616,1376548762376
4296,FOXA,8281,0,640900,655300,479755,646859644401
9383,RDW,31830,0,134600,152000,3153013,141042562970
11985,VYM,1077,0,1556800,1567600,40525,1559738383713
1712,BTM,762,0,25600,31800,84706,29558991098
11886,VPLS,144,0,767700,770200,12177,768978516876
7726,NEXA,1187,0,145600,153400,83042,147552834710
5369,HUTG,80,0,253800,296400,9373,264389352395
10456,SPMO,3968,0,1431000,1459400,191027,1440485806194
9050,PUBM,1808,0,93100,98500,114918,97291154562
1134,BCARW,413,0,15500,18400,135678,17231686787
11407,UAVS,247,0,10400,11000,71153,10592430396
3687,ETHB,149,0,283800,291000,57395,286250666434
3557,ENSC,160,0,2502,2899,60761,2737256809
143,ACTG,674,0,45300,46400,31355,45613595917
10416,SPDN,358,0,87600,88200,3168179,87832800261
2689,CVGI,687,0,50400,56500,49522,51522010419
7776,NICM,35,0,62500,64700,8714,63694640807
4597,GDXW,50,0,468900,495900,2890,473689377162
10909,TEKX,8,0,605000,611500,1660,609938072289
3092,DOCN,3085,0,1495000,1585200,108872,1538323241053
5360,HUMA,1916,0,8902,10400,547060,9289982246
5733,IMTM,433,0,517600,520600,41501,518684537721
3003,DIS,13148,0,1023000,1054000,506156,1032170821841
7344,MPG,92,0,70400,77500,7489,74859260248
3093,DOCS,13706,0,176100,197700,1024402,190755981831
8180,OHI,5166,0,472400,480600,401667,474711613102
12620,ZOOZ,57,0,2719,2819,8432,2765392196
2347,CNQ,9333,0,475600,480100,777883,478336314458
1455,BLRX,4,0,29700,30000,115,29714782608
11728,VEEV,4273,0,1553200,1609500,173867,1592035036550
11549,URTY,906,0,698400,738000,121114,711645610746
1276,BG,2136,0,1213500,1234900,72504,1222760086340
1177,BCV-A,1,0,210100,210100,201,210100000000
11450,UFOX,67,0,921200,940000,3251,929551368809
7409,MSFL,1498,0,179300,198800,282269,193329949091
1990,CCS,847,0,478300,499300,25484,485560104379
12263,XBI,15860,0,1302900,1341100,903376,1312903126937
4934,GRRR,1772,0,129200,138000,140139,132299222914
10021,SETH,5,0,437000,444200,605,443842975206
10493,SPXD,2,0,275800,275900,3,275866666666
220,AENT,15,0,64100,77400,1188,68131144781
5307,HRTG,742,0,223000,236700,27247,233610133225
1223,BELFB,1754,0,2542900,2644400,48016,2586661477424
11496,UNCY,1798,0,81200,88500,167559,82659204220
4425,FTRE,3460,0,135100,142500,225268,136833133423
9512,RIOT,27094,0,230900,241400,2393876,235335934233
3271,DY,853,0,4288900,4475000,14420,4385601317614
12060,WEC,3849,0,1088900,1110500,112095,1094765159016
1787,BWEN,2313,0,36500,48900,322972,45147824888
6874,LVDS,7,0,546200,550000,419,547525298329
148,ACVA,2696,0,54500,60700,293655,58808947574
49,ABCB,754,0,820100,830300,19118,825266544617
10322,SNOU,35,0,160600,179800,3228,172803004956
1318,BHR,381,0,24700,25300,21627,25012072871
11591,USLM,495,0,1025800,1060000,14001,1037700135704
818,ATCX,24,0,49100,51300,1109,49787015329
11091,TMO,4918,0,4370000,4477000,107564,4402688463612
6673,LGN,5681,0,809200,870000,333579,837737337482
1487,BML-J,3,0,201500,201500,217,201500000000
11760,VG,9345,0,130500,144000,1514687,140243576329
5870,IQ,219,0,11400,11900,383605,11567047614
684,ARCB,1260,0,1180700,1230800,32957,1211347977667
10957,TG,594,0,79200,81500,18378,79843541190
516,AMN,1789,0,284600,304500,73386,291145432371
10789,TAN,1637,0,619700,654800,152932,647124509585
8094,O,6476,0,611200,621000,258591,613676472499
8461,PAYP,1109,0,192400,197100,69224,193563412978
3374,EEM,10953,0,647200,659200,4458767,651174066216
673,AQNB,8,0,259800,260200,632,260074367088
10946,TFII,627,0,1388200,1420100,30044,1411203714551
11045,TLK,1664,0,165000,168600,94848,165660793058
772,ASH,1838,0,541800,554300,69257,547231009139
4446,FULC,1540,0,66400,70000,92587,67264811474
850,ATMU,1113,0,514600,536000,27213,517033065079
5937,IT,3068,0,1406500,1470000,134229,1441759978842
5388,HXHX,26,0,4199,4801,5242,4381966425
11551,USAC,230,0,295000,299000,9996,297144957983
1278,BGC,2711,0,111700,114100,648056,112853541206
7932,NTAP,9496,0,1160000,1214200,403768,1200452923956
5575,IDN,1480,0,41000,45200,121793,42254399678
488,AMBA,2723,0,780000,822800,105017,811399896207
3218,DUST,1663,0,483000,526200,78706,516166498106
10606,STHH,12,0,1211500,1230000,183,1227032240437
333,AIAI,307,0,127600,165900,59071,141826495234
2690,CVGW,1070,0,264400,268900,43183,266069955769
10710,SVIVW,1,0,11200,11200,1,11200000000
437,ALKT,4149,0,166000,171100,250718,168240839110
5524,IBTJ,5,0,216100,216200,2222,216177542754
1915,CBK,65,0,274400,278500,950,275691684210
12188,WSC,7942,0,241400,256200,434783,247534582538
2014,CDP,1524,0,313200,317400,62474,316574086820
5230,HLMN,2082,0,71500,75500,191095,72324125696
11162,TPGXL,13,0,242800,243900,271,243709963099
